X Len:  3745
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 0
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 64
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 65
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 66
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 67
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 68
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 69
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 70
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
(1.174327503569225, 'accuracy: ', tensor(0.9909, device='cuda:0'), 'precision: ', 0.9646436249692548, 'Recall: ', 0.9674873033568687)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 71
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3312, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 72
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 73
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 74
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 75
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 76
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 77
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 78
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 79
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 80
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
(1.1762433522975055, 'accuracy: ', tensor(0.9896, device='cuda:0'), 'precision: ', 0.9598403960782931, 'Recall: ', 0.9631739838261579)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 81
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 82
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 83
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 84
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3312, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 85
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 86
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 87
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 88
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 89
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 90
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
(1.17959139511564, 'accuracy: ', tensor(0.9857, device='cuda:0'), 'precision: ', 0.9432693711575256, 'Recall: ', 0.9487315522641612)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 91
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 92
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 93
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3314, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 94
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 95
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 96
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 97
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 98
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 99
total_loss_g:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.1655, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.3310, device='cuda:0', grad_fn=<DivBackward0>)
