X Len:  3982
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 0
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 64
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 65
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 66
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 67
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 68
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 69
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 70
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
(1.2087279120019867, 'accuracy: ', tensor(0.9567, device='cuda:0'), 'precision: ', 0.8665676567656767, 'Recall: ', 0.8539781135076927)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 71
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 72
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 73
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 74
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 75
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 76
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 77
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 78
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 79
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 80
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
(1.2087279120019867, 'accuracy: ', tensor(0.9567, device='cuda:0'), 'precision: ', 0.8665676567656767, 'Recall: ', 0.8539781135076927)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 81
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 82
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 83
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 84
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 85
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 86
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 87
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 88
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 89
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 90
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
(1.2087279120019867, 'accuracy: ', tensor(0.9567, device='cuda:0'), 'precision: ', 0.8665676567656767, 'Recall: ', 0.8539781135076927)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 91
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 92
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 93
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 94
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 95
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 96
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 97
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 98
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
LOSS:  tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>) 99
total_loss_g:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d:  tensor(1.2802, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_g2:  tensor(1.3428, device='cuda:0', grad_fn=<DivBackward0>)
total_loss_d2:  tensor(2.6230, device='cuda:0', grad_fn=<DivBackward0>)
